mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_X-101-64x4d-FPN;hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);scnet_X-101-64x4d-FPN;bbox_ap;mask_ap;tp;tp%;tp_s;tp_s%;tp_m;tp_m%;tp_l;tp_l%;tp_2;tp_2%;tp_2_s;tp_2_s%;tp_2_m;tp_2_m%;tp_2_l;tp_2_l%;fp;fp%;fp_s;fp_s%;fp_m;fp_m%;fp_l;fp_l%;fp_2;fp_2%;fp_2_s;fp_2_s%;fp_2_m;fp_2_m%;fp_2_l;fp_2_l%;tn;tn%;tn_s;tn_s%;tn_m;tn_m%;tn_l;tn_l%;tn_2;tn_2%;tn_2_s;tn_2_s%;tn_2_m;tn_2_m%;tn_2_l;tn_2_l%;fn;fn%;fn_s;fn_s%;fn_m;fn_m%;fn_l;fn_l%;fn_2;fn_2%;fn_2_s;fn_2_s%;fn_2_m;fn_2_m%;fn_2_l;fn_2_l%;cg;cg%;cg_s;cg_s%;cg_m;cg_m%;cg_l;cg_l%;c_cg;c_cg%;c_cg_s;c_cg_s%;c_cg_m;c_cg_m%;c_cg_l;c_cg_l%;ig;ig%;ig_s;ig_s%;ig_m;ig_m%;ig_l;ig_l%;c_ig;c_ig%;c_ig_s;c_ig_s%;c_ig_m;c_ig_m%;c_ig_l;c_ig_l%;ng;ng%;ng_s;ng_s%;ng_m;ng_m%;ng_l;ng_l%;c_ng;c_ng%;c_ng_s;c_ng_s%;c_ng_m;c_ng_m%;c_ng_l;c_ng_l%
0;1;0;2;0;0.558;0.478;106899247;0.49106;219;0.60833;4641;0.52423;106894387;0.49106;106903764;0.47309;61;0.58095;3480;0.51487;106895706;0.49106;9531259;0.04378;68;0.18889;942;0.10640;9530249;0.04378;12073334;0.05343;24;0.22857;683;0.10105;9530552;0.04378;93662629;0.43026;51;0.14167;2437;0.27527;93660141;0.43026;99394745;0.43986;14;0.13333;1957;0.28954;93660658;0.43026;7596709;0.03490;22;0.06111;833;0.09409;7595854;0.03489;7598926;0.03363;6;0.05714;639;0.09454;7596064;0.03490;8915;0.65959;12;0.05941;122;0.24597;8781;0.68505;4462;0.58998;9;0.06164;91;0.26000;4362;0.61724;2512;0.18585;16;0.07921;113;0.22782;2383;0.18591;1596;0.21103;14;0.09589;68;0.19429;1514;0.21424;2089;0.15456;174;0.86139;261;0.52621;1654;0.12904;1505;0.19900;123;0.84247;191;0.54571;1191;0.16853
0;1;0;0;2;0.551;0.478;106570472;0.49345;260;0.58427;4445;0.52467;106565767;0.49345;106574887;0.47394;78;0.53793;3729;0.52774;106566665;0.49345;9143076;0.04234;71;0.15955;855;0.10092;9142150;0.04233;11838682;0.05265;23;0.15862;694;0.09822;9142359;0.04233;93029810;0.43076;73;0.16404;2346;0.27691;93027391;0.43076;99229768;0.44128;27;0.18621;1961;0.27753;93027822;0.43076;7225299;0.03346;41;0.09213;826;0.09750;7224432;0.03345;7227081;0.03214;17;0.11724;682;0.09652;7224600;0.03345;8821;0.65589;15;0.07426;115;0.23566;8691;0.68117;4425;0.58578;12;0.08392;88;0.25215;4325;0.61243;2445;0.18180;16;0.07921;105;0.21516;2324;0.18215;1587;0.21009;11;0.07692;67;0.19198;1509;0.21368;2183;0.16232;171;0.84653;268;0.54918;1744;0.13669;1542;0.20413;120;0.83916;194;0.55587;1228;0.17389
0;0;1;2;0;0.559;0.483;107587044;0.49435;224;0.58486;4974;0.52374;107581846;0.49435;107591783;0.47789;70;0.48611;3949;0.51845;107583025;0.49435;9093302;0.04178;80;0.20888;1072;0.11288;9092150;0.04178;11316612;0.05026;34;0.23611;824;0.10818;9092444;0.04178;93912194;0.43152;60;0.15666;2531;0.26651;93909603;0.43152;99189109;0.44057;32;0.22222;2107;0.27662;93910055;0.43152;7040045;0.03235;19;0.04961;920;0.09687;7039106;0.03235;7042089;0.03128;8;0.05556;737;0.09676;7039300;0.03235;8867;0.67620;13;0.06667;133;0.28726;8721;0.70020;4398;0.60914;10;0.07246;98;0.30154;4290;0.63490;2109;0.16083;9;0.04615;80;0.17279;2020;0.16218;1253;0.17355;6;0.04348;43;0.13231;1204;0.17819;2137;0.16297;173;0.88718;250;0.53996;1714;0.13762;1569;0.21731;122;0.88406;184;0.56615;1263;0.18692
0;0;1;0;2;0.558;0.486;107680657;0.49548;211;0.57967;4941;0.52402;107675505;0.49548;107684979;0.47748;71;0.49306;4018;0.52263;107676568;0.49548;8626173;0.03969;70;0.19231;1012;0.10733;8625091;0.03969;10936533;0.04849;34;0.23611;775;0.10081;8625364;0.03969;94206208;0.43348;62;0.17033;2533;0.26864;94203613;0.43349;100092676;0.44382;32;0.22222;2134;0.27758;94204042;0.43349;6811187;0.03134;21;0.05769;943;0.10001;6810223;0.03134;6812767;0.03021;7;0.04861;761;0.09899;6810419;0.03134;8832;0.67425;13;0.06500;130;0.28200;8689;0.69858;4390;0.60888;10;0.07143;95;0.28963;4285;0.63557;2095;0.15994;14;0.07000;78;0.16920;2003;0.16104;1243;0.17240;8;0.05714;46;0.14024;1189;0.17636;2172;0.16581;173;0.86500;253;0.54881;1746;0.14038;1577;0.21872;122;0.87143;187;0.57012;1268;0.18807
0;0;0;1;2;0.547;0.475;107024250;0.49417;192;0.62338;4317;0.52087;107019741;0.49417;107028858;0.47589;27;0.56250;3525;0.52385;107020698;0.49417;9217352;0.04256;48;0.15584;887;0.10702;9216417;0.04256;11663878;0.05186;1;0.02083;679;0.10091;9216672;0.04256;93372372;0.43114;45;0.14610;2272;0.27413;93370055;0.43114;99248686;0.44130;12;0.25000;1886;0.28028;93370474;0.43114;6958903;0.03213;23;0.07468;812;0.09797;6958068;0.03213;6960946;0.03095;8;0.16667;639;0.09496;6958256;0.03213;8715;0.67579;10;0.05102;114;0.25676;8591;0.70096;4285;0.61083;8;0.05797;84;0.26837;4193;0.63879;1892;0.14671;10;0.05102;61;0.13739;1821;0.14858;1048;0.14939;6;0.04348;31;0.09904;1011;0.15402;2289;0.17750;176;0.89796;269;0.60586;1844;0.15046;1682;0.23977;124;0.89855;198;0.63259;1360;0.20719
1;2;3;0;0;0.567;0.487;108260547;0.49536;310;0.60194;5422;0.52913;108254815;0.49536;108265326;0.47582;114;0.54808;4366;0.52602;108256067;0.49536;10375863;0.04748;93;0.18058;1186;0.11574;10374584;0.04747;13157934;0.05783;43;0.20673;897;0.10807;10374923;0.04747;93186885;0.42639;87;0.16893;2686;0.26213;93184112;0.42639;99382530;0.43678;42;0.20192;2272;0.27373;93184571;0.42639;6727008;0.03078;25;0.04854;953;0.09300;6726030;0.03078;6729146;0.02957;9;0.04327;765;0.09217;6726234;0.03078;9078;0.65061;17;0.08293;142;0.27308;8919;0.67425;4574;0.58566;12;0.08276;105;0.28846;4457;0.61046;2949;0.21135;19;0.09268;137;0.26346;2793;0.21114;1843;0.23598;13;0.08966;82;0.22527;1748;0.23942;1926;0.13803;169;0.82439;241;0.46346;1516;0.11461;1393;0.17836;120;0.82759;177;0.48626;1096;0.15012
1;2;0;3;0;0.561;0.479;107709299;0.49427;249;0.62250;5039;0.53334;107704011;0.49427;107713904;0.47484;68;0.58120;3808;0.52423;107705423;0.49427;10591653;0.04860;77;0.19250;1128;0.11939;10590448;0.04860;13335236;0.05879;30;0.25641;827;0.11385;10590796;0.04860;92750272;0.42562;57;0.14250;2476;0.26207;92747739;0.42563;98928386;0.43611;16;0.13675;1996;0.27478;92748260;0.42563;6864900;0.03150;17;0.04250;805;0.08520;6864078;0.03150;6867043;0.03027;3;0.02564;633;0.08714;6864264;0.03150;9024;0.65024;13;0.06468;131;0.25838;8880;0.67426;4537;0.58739;9;0.06250;97;0.27401;4431;0.61320;2874;0.20709;15;0.07463;124;0.24458;2735;0.20767;1757;0.22747;12;0.08333;72;0.20339;1673;0.23153;1980;0.14267;173;0.86070;252;0.49704;1555;0.11807;1430;0.18514;123;0.85417;185;0.52260;1122;0.15527
1;2;0;0;3;0.556;0.480;107611574;0.49514;292;0.60206;4838;0.53666;107606444;0.49514;107616205;0.47414;85;0.54140;3929;0.53822;107607560;0.49514;10305209;0.04742;80;0.16495;1010;0.11204;10304119;0.04741;13320700;0.05869;29;0.18471;771;0.10562;10304409;0.04741;92697719;0.42652;79;0.16289;2404;0.26667;92695236;0.42653;99310622;0.43755;29;0.18471;1978;0.27096;92695712;0.42653;6720596;0.03092;34;0.07010;763;0.08464;6719799;0.03092;6722449;0.02962;14;0.08917;622;0.08521;6719960;0.03092;8957;0.64906;16;0.07921;123;0.24551;8818;0.67328;4505;0.58370;12;0.08451;92;0.26136;4401;0.60922;2796;0.20261;16;0.07921;118;0.23553;2662;0.20325;1751;0.22687;10;0.07042;70;0.19886;1671;0.23131;2047;0.14833;170;0.84158;260;0.51896;1617;0.12346;1462;0.18943;120;0.84507;190;0.53977;1152;0.15947
1;0;2;3;0;0.566;0.485;108579409;0.49675;288;0.60632;5494;0.53200;108573627;0.49675;108584069;0.47809;106;0.59551;4284;0.52238;108575019;0.49675;10560245;0.04831;93;0.19579;1264;0.12240;10558888;0.04831;13135691;0.05784;28;0.15730;989;0.12060;10559228;0.04831;93021538;0.42558;73;0.15368;2653;0.25690;93018812;0.42559;98983385;0.43582;35;0.19663;2200;0.26826;93019303;0.42558;6416208;0.02935;21;0.04421;916;0.08870;6415271;0.02935;6418070;0.02826;9;0.05056;728;0.08877;6415471;0.02935;9080;0.66003;16;0.08122;144;0.29328;8920;0.68253;4563;0.59968;11;0.07914;106;0.30814;4446;0.62391;2753;0.20012;11;0.05584;108;0.21996;2634;0.20155;1642;0.21580;7;0.05036;62;0.18023;1573;0.22074;1924;0.13986;170;0.86294;239;0.48676;1515;0.11592;1404;0.18452;121;0.87050;176;0.51163;1107;0.15535
1;0;2;0;3;0.564;0.487;108471962;0.49701;299;0.60282;5482;0.53499;108466181;0.49700;108476700;0.47726;107;0.60112;4295;0.53182;108467560;0.49700;10188632;0.04668;92;0.18548;1197;0.11681;10187343;0.04668;12871639;0.05663;29;0.16292;899;0.11132;10187704;0.04668;93259694;0.42730;80;0.16129;2659;0.25949;93256955;0.42731;99610532;0.43825;34;0.19101;2176;0.26944;93257484;0.42731;6330795;0.02901;25;0.05040;909;0.08871;6329861;0.02900;6332644;0.02786;8;0.04494;706;0.08742;6330081;0.02900;9035;0.65934;17;0.08374;141;0.29132;8877;0.68201;4540;0.59674;12;0.08451;103;0.29942;4425;0.62131;2699;0.19696;17;0.08374;101;0.20868;2581;0.19829;1641;0.21569;10;0.07042;62;0.18023;1569;0.22030;1969;0.14369;169;0.83251;242;0.50000;1558;0.11970;1427;0.18757;120;0.84507;179;0.52035;1128;0.15838
1;0;0;2;3;0.557;0.479;108222506;0.49610;262;0.60930;4997;0.53668;108217247;0.49610;108227268;0.47629;69;0.61607;3863;0.53151;108218574;0.49610;10556969;0.04839;77;0.17907;1108;0.11900;10555784;0.04839;13300969;0.05854;11;0.09821;842;0.11585;10556116;0.04839;92922016;0.42596;64;0.14884;2413;0.25916;92919539;0.42597;99254929;0.43680;21;0.18750;1951;0.26844;92920044;0.42597;6445264;0.02955;27;0.06279;793;0.08517;6444444;0.02954;6447349;0.02837;11;0.09821;612;0.08420;6444641;0.02954;8973;0.65925;14;0.07000;128;0.27061;8831;0.68256;4490;0.59899;10;0.07092;94;0.28313;4386;0.62452;2607;0.19154;14;0.07000;90;0.19027;2503;0.19346;1529;0.20398;9;0.06383;50;0.15060;1470;0.20931;2031;0.14922;172;0.86000;255;0.53911;1604;0.12398;1477;0.19704;122;0.86525;188;0.56627;1167;0.16617
0;1;2;3;0;0.570;0.488;108746436;0.49599;282;0.59368;5497;0.52759;108740657;0.49599;108751350;0.47765;107;0.54592;4227;0.51827;108742102;0.49599;10467971;0.04774;87;0.18316;1226;0.11767;10466658;0.04774;13063689;0.05738;38;0.19388;905;0.11096;10467028;0.04774;93422672;0.42610;78;0.16421;2711;0.26020;93419883;0.42611;99249388;0.43592;39;0.19898;2246;0.27538;93420387;0.42611;6613021;0.03016;28;0.05895;985;0.09454;6612008;0.03016;6614980;0.02905;12;0.06122;778;0.09539;6612231;0.03016;9114;0.65418;16;0.07921;145;0.27831;8953;0.67780;4588;0.58979;12;0.08333;107;0.29396;4469;0.61463;2928;0.21016;16;0.07921;138;0.26488;2774;0.21001;1812;0.23293;12;0.08333;82;0.22527;1718;0.23628;1890;0.13566;170;0.84158;238;0.45681;1482;0.11220;1379;0.17727;120;0.83333;175;0.48077;1084;0.14909
0;1;2;0;3;0.568;0.489;108589623;0.49651;294;0.59274;5486;0.52755;108583843;0.49650;108594336;0.47704;107;0.54592;4425;0.52716;108585091;0.49650;10130492;0.04632;88;0.17742;1183;0.11376;10129221;0.04632;12803115;0.05624;37;0.18878;899;0.10710;10129556;0.04632;93536126;0.42768;83;0.16734;2726;0.26214;93533317;0.42769;99791260;0.43837;40;0.20408;2274;0.27091;93533812;0.42768;6451239;0.02950;31;0.06250;1004;0.09655;6450204;0.02949;6452923;0.02835;12;0.06122;796;0.09483;6450431;0.02949;9073;0.65358;17;0.08333;143;0.27713;8913;0.67718;4574;0.58845;13;0.09091;105;0.28767;4456;0.61335;2878;0.20732;18;0.08824;133;0.25775;2727;0.20719;1806;0.23234;11;0.07692;83;0.22740;1712;0.23565;1931;0.13910;169;0.82843;240;0.46512;1522;0.11564;1393;0.17921;119;0.83217;177;0.48493;1097;0.15100
0;1;0;2;3;0.563;0.483;108182008;0.49582;267;0.60000;5009;0.52776;108176732;0.49582;108186652;0.47657;81;0.55862;3843;0.52601;108178084;0.49582;10419385;0.04775;75;0.16854;1087;0.11453;10418223;0.04775;13059166;0.05753;24;0.16552;788;0.10786;10418573;0.04775;93050591;0.42647;69;0.15506;2521;0.26562;93048001;0.42647;99227157;0.43710;26;0.17931;2029;0.27772;93048536;0.42647;6537242;0.02996;34;0.07640;874;0.09209;6536334;0.02996;6539042;0.02880;14;0.09655;646;0.08842;6536582;0.02996;9035;0.65499;15;0.07389;130;0.25896;8890;0.67920;4542;0.59118;12;0.08333;98;0.27684;4432;0.61684;2790;0.20226;17;0.08374;119;0.23705;2654;0.20277;1716;0.22335;12;0.08333;72;0.20339;1632;0.22714;1969;0.14274;171;0.84236;253;0.50398;1545;0.11804;1425;0.18547;120;0.83333;184;0.51977;1121;0.15602
0;0;1;2;3;0.563;0.485;108764973;0.49759;235;0.58168;5295;0.52807;108759443;0.49759;108769916;0.47901;70;0.48611;4182;0.52426;108760721;0.49759;10145618;0.04642;83;0.20545;1191;0.11878;10144344;0.04641;12646792;0.05570;34;0.23611;903;0.11320;10144681;0.04641;93408300;0.42734;63;0.15594;2601;0.25940;93405636;0.42734;99389027;0.43770;32;0.22222;2150;0.26952;93406118;0.42734;6264120;0.02866;23;0.05693;940;0.09375;6263157;0.02865;6266043;0.02759;8;0.05556;742;0.09302;6263370;0.02866;8980;0.66811;14;0.07035;139;0.29387;8827;0.69128;4474;0.60805;11;0.07857;102;0.30909;4361;0.63313;2437;0.18131;13;0.06533;90;0.19027;2334;0.18279;1391;0.18905;8;0.05714;48;0.14545;1335;0.19382;2024;0.15058;172;0.86432;244;0.51586;1608;0.12593;1493;0.20291;121;0.86429;180;0.54545;1192;0.17305
1;2;3;4;0;0.572;0.484;109044408;0.49759;309;0.60000;5742;0.53399;109038357;0.49759;109049503;0.47813;114;0.54808;4360;0.52467;109039934;0.49759;11302922;0.05158;96;0.18641;1347;0.12527;11301479;0.05157;14063693;0.06166;44;0.21154;975;0.11733;11301903;0.05157;92608832;0.42259;84;0.16311;2729;0.25379;92606019;0.42260;98771152;0.43306;41;0.19712;2234;0.26883;92606557;0.42260;6189869;0.02825;26;0.05049;935;0.08695;6188908;0.02824;6191827;0.02715;9;0.04327;741;0.08917;6189119;0.02824;9184;0.64571;17;0.08416;150;0.28195;9017;0.66847;4643;0.58742;12;0.08392;111;0.30081;4520;0.61147;3219;0.22632;16;0.07921;149;0.28008;3054;0.22641;1937;0.24507;11;0.07692;87;0.23577;1839;0.24878;1820;0.12796;169;0.83663;233;0.43797;1418;0.10512;1324;0.16751;120;0.83916;171;0.46341;1033;0.13975
