mask_rcnn_X-101-64x4d-FPN;cascade_mask_rcnn_X-101-64x4d-FPN;hybrid_task_cascade_mask_rcnn_X-101-64x4d-FPN;gcnet_X-101-FPN_DCN_Cascade_Mask_GC(c3-c5,r4);scnet_X-101-64x4d-FPN;mask_rcnn_r50_fpn_carafe_1x_coco;cascade_mask_rcnn_x101_32x4d_fpn_dconv_c3-c5_1x_coco;mask_rcnn_r101_fpn_gn-all_3x_coco;mask_rcnn_r101_fpn_gn_ws-all_20_23_24e_coco;detectors_htc_r101_20e_coco;tp%;tp_s%;tp_m%;tp_l%;tp_2%;tp_2_s%;tp_2_m%;tp_2_l%;fp%;fp_s%;fp_m%;fp_l%;fp_2%;fp_2_s%;fp_2_m%;fp_2_l%;tn%;tn_s%;tn_m%;tn_l%;tn_2%;tn_2_s%;tn_2_m%;tn_2_l%;fn%;fn_s%;fn_m%;fn_l%;fn_2%;fn_2_s%;fn_2_m%;fn_2_l%;p_1_full;p_1_correct;p_2_full;p_2_correct;r_1_full;r_1_correct;r_2_full;r_2_correct;f1_1_full;f1_1_correct;f1_2_full;f1_2_correct;cg;cg%;cg_s;cg_s%;cg_m;cg_m%;cg_l;cg_l%;ig;ig%;ig_s;ig_s%;ig_m;ig_m%;ig_l;ig_l%;ng;ng%;ng_s;ng_s%;ng_m;ng_m%;ng_l;ng_l%
0;1;0;0;0;0;2;0;0;0;0.48670;0.65298;0.53201;0.48596;0.46382;0.54676;0.49404;0.46345;0.05304;0.14613;0.09448;0.05242;0.06040;0.17245;0.11501;0.05974;0.41163;0.15595;0.27716;0.41359;0.42905;0.20278;0.29910;0.43061;0.04864;0.04494;0.09636;0.04803;0.04672;0.07801;0.09184;0.04621;0.62688;0.90256;0.61504;0.88551;0.62997;0.90700;0.62992;0.90693;0.62579;0.90098;0.61900;0.89122;8541;0.69456;8;0.04167;108;0.34615;8425;0.71441;1520;0.12361;6;0.03125;70;0.22436;1444;0.12245;2236;0.18183;178;0.92708;134;0.42949;1924;0.16315
0;1;0;0;0;0;0;0;0;2;0.48778;0.62017;0.53322;0.48700;0.46452;0.54282;0.49864;0.46405;0.05204;0.16039;0.10021;0.05125;0.05946;0.17338;0.11977;0.05865;0.41247;0.15274;0.27318;0.41468;0.43025;0.16639;0.29340;0.43208;0.04771;0.06670;0.09338;0.04707;0.04577;0.11741;0.08819;0.04521;0.63021;0.90458;0.61821;0.88736;0.63329;0.90899;0.63323;0.90891;0.62912;0.90301;0.62225;0.89315;8609;0.69669;11;0.05641;114;0.34862;8484;0.71686;1580;0.12786;9;0.04615;84;0.25688;1487;0.12564;2168;0.17545;175;0.89744;129;0.39450;1864;0.15750
0;0;1;0;0;0;2;0;0;0;0.48840;0.59943;0.53574;0.48770;0.46592;0.48681;0.49715;0.46555;0.05301;0.13526;0.09234;0.05243;0.06023;0.12986;0.11057;0.05962;0.41153;0.22347;0.27927;0.41340;0.42864;0.32083;0.30369;0.43013;0.04706;0.04184;0.09265;0.04647;0.04520;0.06250;0.08860;0.04470;0.62744;0.90284;0.61586;0.88617;0.63262;0.91028;0.63257;0.91021;0.62747;0.90288;0.62085;0.89334;8439;0.69497;7;0.03608;108;0.35526;8324;0.71481;1366;0.11249;8;0.04124;66;0.21711;1292;0.11095;2338;0.19254;179;0.92268;130;0.42763;2029;0.17424
0;0;1;0;0;0;0;0;0;2;0.48865;0.60422;0.53901;0.48786;0.46581;0.56181;0.50141;0.46534;0.05167;0.15704;0.10278;0.05087;0.05888;0.11458;0.12315;0.05808;0.41296;0.17768;0.26863;0.41515;0.43049;0.19028;0.29226;0.43227;0.04672;0.06106;0.08958;0.04612;0.04482;0.13333;0.08319;0.04432;0.63608;0.90543;0.62429;0.88864;0.64001;0.91103;0.63996;0.91096;0.63547;0.90456;0.62873;0.89497;8544;0.70252;8;0.04040;115;0.36050;8421;0.72314;1385;0.11388;12;0.06061;79;0.24765;1294;0.11112;2233;0.18360;178;0.89899;125;0.39185;1930;0.16574
0;0;0;0;0;0;1;0;0;2;0.48886;0.61796;0.53443;0.48812;0.46565;0.52014;0.49370;0.46530;0.05353;0.15804;0.10220;0.05278;0.06085;0.13958;0.12364;0.06009;0.41105;0.17044;0.27291;0.41312;0.42885;0.22361;0.29837;0.43043;0.04657;0.05357;0.09046;0.04597;0.04465;0.11667;0.08429;0.04417;0.62811;0.90234;0.61622;0.88526;0.63423;0.91113;0.63418;0.91106;0.62858;0.90301;0.62180;0.89327;8509;0.69609;8;0.04020;112;0.34783;8389;0.71682;1447;0.11837;13;0.06533;81;0.25155;1353;0.11561;2268;0.18554;178;0.89447;129;0.40062;1961;0.16756
1;2;3;0;0;0;0;0;0;0;0.49162;0.70429;0.54325;0.49092;0.46742;0.70370;0.50680;0.46700;0.05611;0.14048;0.10393;0.05553;0.06360;0.14815;0.11948;0.06304;0.40925;0.10619;0.27005;0.41097;0.42773;0.11111;0.29413;0.42909;0.04302;0.04905;0.08277;0.04258;0.04126;0.03704;0.07959;0.04088;0.62957;0.89828;0.61739;0.88091;0.64330;0.91788;0.64324;0.91780;0.63388;0.90443;0.62680;0.89433;8254;0.70086;5;0.02688;90;0.33457;8159;0.72063;1000;0.08491;0;0.00000;39;0.14498;961;0.08488;2523;0.21423;181;0.97312;140;0.52045;2202;0.19449
1;2;0;0;0;0;3;0;0;0;0.49168;0.71143;0.54663;0.49094;0.46715;0.70370;0.50252;0.46677;0.05757;0.14548;0.10956;0.05694;0.06524;0.14815;0.13266;0.06457;0.40777;0.10119;0.26171;0.40956;0.42640;0.11111;0.28765;0.42781;0.04298;0.04190;0.08210;0.04256;0.04120;0.03704;0.07717;0.04085;0.62502;0.89599;0.61265;0.87825;0.64026;0.91784;0.64021;0.91776;0.63007;0.90323;0.62287;0.89291;8223;0.69757;5;0.02646;89;0.33712;8129;0.71716;1011;0.08577;3;0.01587;33;0.12500;975;0.08602;2554;0.21666;181;0.95767;142;0.53788;2231;0.19682
1;2;0;0;0;0;0;0;0;3;0.49243;0.70429;0.54468;0.49170;0.46775;0.70370;0.50557;0.46733;0.05665;0.15048;0.10860;0.05599;0.06428;0.14815;0.12895;0.06360;0.40875;0.09619;0.26413;0.41061;0.42756;0.11111;0.28761;0.42906;0.04217;0.04905;0.08259;0.04170;0.04041;0.03704;0.07787;0.04002;0.62932;0.89772;0.61687;0.87995;0.64450;0.91936;0.64444;0.91929;0.63433;0.90486;0.62709;0.89454;8256;0.70103;5;0.02674;94;0.35206;8157;0.72039;1000;0.08491;1;0.00535;35;0.13109;964;0.08514;2521;0.21406;181;0.96791;138;0.51685;2202;0.19447
1;0;2;0;0;0;3;0;0;0;0.49358;0.72024;0.55185;0.49290;0.46887;nan;0.50889;0.46850;0.05830;0.10119;0.11108;0.05772;0.06603;nan;0.12561;0.06547;0.40668;0.10714;0.25995;0.40834;0.42540;nan;0.29066;0.42665;0.04143;0.07143;0.07713;0.04104;0.03971;nan;0.07483;0.03938;0.62997;0.89524;0.61744;0.87744;0.64806;0.92095;0.64801;0.92088;0.63639;0.90437;0.62908;0.89398;8219;0.70368;2;0.01070;88;0.33846;8129;0.72367;903;0.07731;1;0.00535;32;0.12308;870;0.07745;2558;0.21901;184;0.98396;140;0.53846;2234;0.19888
1;0;2;0;0;0;0;0;0;3;0.49392;0.61111;0.54913;0.49328;0.46923;nan;0.50757;0.46886;0.05718;0.25000;0.11010;0.05655;0.06486;nan;0.12463;0.06429;0.40788;0.13889;0.26220;0.40956;0.42666;nan;0.29404;0.42792;0.04102;0.00000;0.07857;0.04062;0.03926;nan;0.07376;0.03893;0.63453;0.89713;0.62197;0.87938;0.65195;0.92177;0.65190;0.92170;0.64064;0.90578;0.63336;0.89548;8254;0.70728;2;0.01064;90;0.34483;8162;0.72739;893;0.07652;2;0.01064;33;0.12644;858;0.07646;2523;0.21620;184;0.97872;138;0.52874;2201;0.19615
1;0;0;0;0;0;2;0;0;3;0.49461;0.68304;0.55718;0.49384;0.46960;nan;0.50715;0.46925;0.05893;0.13046;0.11403;0.05830;0.06664;nan;0.13647;0.06598;0.40620;0.15079;0.25600;0.40796;0.42521;nan;0.28919;0.42649;0.04026;0.03571;0.07279;0.03991;0.03855;nan;0.06718;0.03828;0.62742;0.89452;0.61491;0.87669;0.64739;0.92299;0.64733;0.92291;0.63482;0.90507;0.62754;0.89469;8198;0.70140;4;0.02116;88;0.34510;8106;0.72092;911;0.07794;3;0.01587;27;0.10588;881;0.07835;2579;0.22065;182;0.96296;140;0.54902;2257;0.20073
0;1;2;0;0;0;3;0;0;0;0.49281;0.65516;0.54213;0.49221;0.46912;0.42500;0.50680;0.46877;0.05695;0.12579;0.10132;0.05644;0.06450;0.17500;0.11798;0.06398;0.40788;0.17143;0.27113;0.40945;0.42573;0.30000;0.29279;0.42701;0.04236;0.04762;0.08542;0.04189;0.04065;0.10000;0.08242;0.04024;0.62887;0.89708;0.61673;0.87976;0.64444;0.91929;0.64439;0.91922;0.63410;0.90455;0.62704;0.89447;8176;0.70102;3;0.01604;88;0.34109;8085;0.72072;886;0.07597;1;0.00535;29;0.11240;856;0.07631;2601;0.22301;183;0.97861;141;0.54651;2277;0.20298
0;1;2;0;0;0;0;0;0;3;0.49334;0.61111;0.54155;0.49277;0.46937;nan;0.50530;0.46902;0.05613;0.25000;0.10372;0.05554;0.06369;nan;0.11766;0.06316;0.40875;0.13889;0.26938;0.41039;0.42691;nan;0.29588;0.42820;0.04178;0.00000;0.08535;0.04130;0.04003;nan;0.08115;0.03962;0.63503;0.89868;0.62270;0.88123;0.65038;0.92040;0.65033;0.92033;0.64015;0.90592;0.63299;0.89580;8223;0.70663;2;0.01070;92;0.35798;8129;0.72626;860;0.07390;1;0.00535;27;0.10506;832;0.07433;2554;0.21947;184;0.98396;138;0.53696;2232;0.19941
0;1;0;0;0;0;2;0;0;3;0.49402;0.65143;0.54812;0.49334;0.46987;0.42500;0.50856;0.46952;0.05768;0.13937;0.10453;0.05713;0.06535;0.17500;0.12421;0.06478;0.40711;0.18063;0.26582;0.40877;0.42532;0.30000;0.29136;0.42659;0.04119;0.02857;0.08153;0.04076;0.03946;0.10000;0.07587;0.03911;0.62905;0.89623;0.61669;0.87861;0.64676;0.92146;0.64671;0.92139;0.63536;0.90522;0.62818;0.89499;8177;0.70189;5;0.02688;87;0.33984;8085;0.72136;873;0.07494;0;0.00000;28;0.10938;845;0.07539;2600;0.22318;181;0.97312;141;0.55078;2278;0.20325
0;0;1;0;0;0;2;0;0;3;0.49471;0.60778;0.54706;0.49403;0.47063;nan;0.50507;0.47027;0.05746;0.19889;0.10700;0.05679;0.06506;nan;0.12960;0.06440;0.40697;0.19333;0.26524;0.40875;0.42514;nan;0.29073;0.42652;0.04087;0.00000;0.08070;0.04043;0.03917;nan;0.07460;0.03881;0.62906;0.89677;0.61682;0.87933;0.64695;0.92228;0.64691;0.92222;0.63548;0.90593;0.62837;0.89580;8170;0.70147;5;0.02660;94;0.37008;8071;0.72030;870;0.07470;2;0.01064;22;0.08661;846;0.07550;2607;0.22383;181;0.96277;138;0.54331;2288;0.20419
1;2;3;0;0;0;4;0;0;0;0.49426;0.71429;0.54859;0.49351;0.46862;0.70370;0.50565;0.46821;0.06059;0.13810;0.11309;0.05992;0.06872;0.14815;0.13212;0.06806;0.40438;0.09524;0.25969;0.40624;0.42362;0.11111;0.28656;0.42507;0.04078;0.05238;0.07864;0.04032;0.03903;0.03704;0.07567;0.03865;0.62920;0.89164;0.61608;0.87304;0.65067;0.92206;0.65062;0.92199;0.63721;0.90299;0.62952;0.89209;8432;0.70567;4;0.02139;99;0.35484;8329;0.72533;1172;0.09808;1;0.00535;42;0.15054;1129;0.09832;2345;0.19625;182;0.97326;138;0.49462;2025;0.17635
1;2;3;0;0;0;0;0;0;4;0.49455;0.64206;0.54913;0.49381;0.46900;0.70370;0.50700;0.46857;0.05983;0.17714;0.11066;0.05915;0.06789;0.14815;0.12839;0.06724;0.40522;0.13175;0.25929;0.40714;0.42450;0.11111;0.28832;0.42597;0.04039;0.04905;0.08092;0.03990;0.03862;0.03704;0.07629;0.03822;0.63193;0.89293;0.61886;0.87446;0.65312;0.92288;0.65307;0.92281;0.63981;0.90407;0.63218;0.89329;8457;0.70770;5;0.02660;100;0.35714;8352;0.72740;1173;0.09816;2;0.01064;43;0.15357;1128;0.09824;2320;0.19414;181;0.96277;137;0.48929;2002;0.17436
1;2;0;0;0;0;3;0;0;4;0.49496;0.69147;0.55351;0.49410;0.46900;0.70370;0.50526;0.46859;0.06147;0.14530;0.11733;0.06072;0.06970;0.14815;0.14035;0.06894;0.40348;0.12831;0.25425;0.40552;0.42296;0.11111;0.28461;0.42447;0.04009;0.03492;0.07491;0.03966;0.03833;0.03704;0.06978;0.03800;0.62966;0.89050;0.61637;0.87169;0.65287;0.92332;0.65282;0.92324;0.63850;0.90299;0.63070;0.89197;8442;0.70709;6;0.03209;103;0.37455;8333;0.72606;1162;0.09733;1;0.00535;37;0.13455;1124;0.09794;2335;0.19558;180;0.96257;135;0.49091;2020;0.17600
1;0;2;0;0;0;3;0;0;4;0.49606;0.62421;0.55266;0.49528;0.47010;nan;0.50390;0.46972;0.06165;0.17103;0.11508;0.06092;0.06989;nan;0.13845;0.06914;0.40307;0.17619;0.25709;0.40501;0.42251;nan;0.28859;0.42399;0.03923;0.02857;0.07517;0.03879;0.03750;nan;0.06906;0.03715;0.63183;0.89052;0.61849;0.87171;0.65640;0.92514;0.65635;0.92507;0.64134;0.90391;0.63350;0.89287;8412;0.70951;5;0.02646;103;0.37729;8304;0.72880;1079;0.09101;3;0.01587;36;0.13187;1040;0.09128;2365;0.19948;181;0.95767;134;0.49084;2050;0.17992
0;1;2;0;0;0;3;0;0;4;0.49547;0.60767;0.54689;0.49477;0.47027;0.42500;0.50419;0.46991;0.06058;0.17169;0.10827;0.05992;0.06869;0.17500;0.13300;0.06798;0.40405;0.19683;0.26369;0.40590;0.42290;0.30000;0.28855;0.42437;0.03989;0.02381;0.08115;0.03940;0.03814;0.10000;0.07426;0.03774;0.63011;0.89198;0.61708;0.87352;0.65277;0.92405;0.65272;0.92398;0.63872;0.90416;0.63110;0.89338;8369;0.70642;6;0.03209;100;0.37736;8263;0.72514;1070;0.09032;1;0.00535;30;0.11321;1039;0.09118;2408;0.20326;180;0.96257;135;0.50943;2093;0.18368
1;2;3;0;0;0;4;0;0;5;0.49020;0.65516;0.54449;0.48956;0.46815;nan;0.50807;0.46776;0.05237;0.12579;0.10823;0.05174;0.05936;nan;0.12300;0.05874;0.41282;0.17143;0.26608;0.41449;0.42957;nan;0.28926;0.43093;0.04461;0.04762;0.08120;0.04422;0.04292;nan;0.07967;0.04257;0.64116;0.90436;0.62975;0.88826;0.64854;0.91477;0.64849;0.91470;0.64237;0.90606;0.63579;0.89679;8241;0.70896;3;0.01613;88;0.34375;8150;0.72885;847;0.07287;0;0.00000;28;0.10938;819;0.07324;2536;0.21817;183;0.98387;140;0.54688;2213;0.19791
