;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;1.00000;1.00000;1.00000;1.00000;0.66978;0.66978;0.66978;0.66978
0-1-0-0-0;1.00000;1.00000;1.00000;1.00000;0.59531;0.59531;0.59531;0.59531
0-0-1-0-0;1.00000;1.00000;1.00000;1.00000;0.59502;0.59502;0.59502;0.59502
0-0-0-1-0;1.00000;1.00000;1.00000;1.00000;0.69935;0.69935;0.69935;0.69935
0-0-0-0-1;1.00000;1.00000;1.00000;1.00000;0.69079;0.69079;0.69079;0.69079
1-2-0-0-0;1.00000;1.00000;1.00000;1.00000;0.55714;0.55714;0.55714;0.55714
1-0-2-0-0;1.00000;1.00000;1.00000;1.00000;0.53198;0.53198;0.53198;0.53198
1-0-0-2-0;1.00000;1.00000;1.00000;1.00000;0.59756;0.59756;0.59756;0.59756
1-0-0-0-2;1.00000;1.00000;1.00000;1.00000;0.60856;0.60856;0.60856;0.60856
0-1-2-0-0;1.00000;1.00000;1.00000;1.00000;0.50418;0.50418;0.50418;0.50418
0-1-0-2-0;1.00000;1.00000;1.00000;1.00000;0.54571;0.54571;0.54571;0.54571
0-1-0-0-2;1.00000;1.00000;1.00000;1.00000;0.55587;0.55587;0.55587;0.55587
0-0-1-2-0;1.00000;1.00000;1.00000;1.00000;0.56615;0.56615;0.56615;0.56615
0-0-1-0-2;1.00000;1.00000;1.00000;1.00000;0.57012;0.57012;0.57012;0.57012
0-0-0-1-2;1.00000;1.00000;1.00000;1.00000;0.63259;0.63259;0.63259;0.63259
1-2-3-0-0;1.00000;1.00000;1.00000;1.00000;0.59517;0.58333;0.58333;0.58333
1-2-0-3-0;1.00000;1.00000;1.00000;1.00000;0.60182;0.58929;0.58929;0.58929
1-2-0-0-3;1.00000;1.00000;1.00000;1.00000;0.58982;0.58112;0.58112;0.58112
1-0-2-3-0;1.00000;1.00000;1.00000;1.00000;0.57927;0.57576;0.57576;0.57576
1-0-2-0-3;1.00000;1.00000;1.00000;1.00000;0.57100;0.56250;0.56250;0.56250
1-0-0-2-3;1.00000;1.00000;1.00000;1.00000;0.62461;0.62069;0.62069;0.62069
0-1-2-3-0;1.00000;1.00000;1.00000;1.00000;0.55522;0.54706;0.54706;0.54706
0-1-2-0-3;1.00000;1.00000;1.00000;1.00000;0.55132;0.55132;0.55132;0.55132
0-1-0-2-3;1.00000;1.00000;1.00000;1.00000;0.58485;0.57958;0.57958;0.57958
0-0-1-2-3;1.00000;1.00000;1.00000;1.00000;0.58437;0.58255;0.58255;0.58255
1-2-3-4-0;1.00000;1.00000;1.00000;1.00000;0.52464;0.51282;0.51282;0.51282
1-2-3-0-4;1.00000;1.00000;1.00000;1.00000;0.52000;0.51558;0.51558;0.51558
1-2-0-3-4;1.00000;1.00000;1.00000;1.00000;0.54867;0.54227;0.54227;0.54227
1-0-2-3-4;1.00000;1.00000;1.00000;1.00000;0.53754;0.52959;0.52959;0.52959
0-1-2-3-4;1.00000;1.00000;1.00000;1.00000;0.52035;0.52035;0.52035;0.52035
1-2-3-4-5;1.00000;1.00000;1.00000;1.00000;0.54438;0.54438;0.54762;0.54438
