;cityscapes_average_c=_v=0_d=0.5_a=-1;cityscapes_average_c=_v=0_d=0.5_a=0;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.4;cityscapes_weighted_average_c=_v=0_d=0.5_a2=0.5;coco_average_c=_v=0_d=0.5_a=-1;coco_average_c=_v=0_d=0.5_a=0;coco_weighted_average_c=_v=0_d=0.5_a2=0.4;coco_weighted_average_c=_v=0_d=0.5_a2=0.5
1-0-0-0-0;0.00000;0.00000;0.00000;0.00000;0.04188;0.04188;0.04188;0.04188
0-1-0-0-0;0.00000;0.00000;0.00000;0.00000;0.05941;0.05941;0.05941;0.05941
0-0-1-0-0;0.00000;0.00000;0.00000;0.00000;0.06091;0.06091;0.06091;0.06091
0-0-0-1-0;0.00000;0.00000;0.00000;0.00000;0.03684;0.03684;0.03684;0.03684
0-0-0-0-1;0.00000;0.00000;0.00000;0.00000;0.04592;0.04592;0.04592;0.04592
1-2-0-0-0;0.00000;0.00000;0.00000;0.00000;0.06500;0.06500;0.06500;0.06500
1-0-2-0-0;0.00000;0.00000;0.00000;0.00000;0.08040;0.08040;0.08040;0.08040
1-0-0-2-0;0.00000;0.00000;0.00000;0.00000;0.05670;0.05670;0.05670;0.05670
1-0-0-0-2;0.00000;0.00000;0.00000;0.00000;0.07000;0.07000;0.07000;0.07000
0-1-2-0-0;0.00000;0.00000;0.00000;0.00000;0.07805;0.07805;0.07805;0.07805
0-1-0-2-0;0.00000;0.00000;0.00000;0.00000;0.05941;0.05941;0.05941;0.05941
0-1-0-0-2;0.00000;0.00000;0.00000;0.00000;0.07426;0.07426;0.07426;0.07426
0-0-1-2-0;0.00000;0.00000;0.00000;0.00000;0.06667;0.06667;0.06667;0.06667
0-0-1-0-2;0.00000;0.00000;0.00000;0.00000;0.06500;0.06500;0.06500;0.06500
0-0-0-1-2;0.00000;0.00000;0.00000;0.00000;0.05102;0.05102;0.05102;0.05102
1-2-3-0-0;0.00000;0.00000;0.00000;0.00000;0.06633;0.06599;0.06599;0.06599
1-2-0-3-0;0.00000;0.00000;0.00000;0.00000;0.06186;0.06154;0.06154;0.06154
1-2-0-0-3;0.00000;0.00000;0.00000;0.00000;0.05641;0.05584;0.05584;0.05584
1-0-2-3-0;0.00000;0.00000;0.00000;0.00000;0.07772;0.07732;0.07732;0.07732
1-0-2-0-3;0.00000;0.00000;0.00000;0.00000;0.07216;0.07179;0.07179;0.07179
1-0-0-2-3;0.00000;0.00000;0.00000;0.00000;0.04712;0.04688;0.04688;0.04688
0-1-2-3-0;0.00000;0.00000;0.00000;0.00000;0.07653;0.07107;0.07107;0.07107
0-1-2-0-3;0.00000;0.00000;0.00000;0.00000;0.07653;0.07500;0.07500;0.07500
0-1-0-2-3;0.00000;0.00000;0.00000;0.00000;0.05670;0.05612;0.05612;0.05612
0-0-1-2-3;0.00000;0.00000;0.00000;0.00000;0.06283;0.06186;0.06186;0.06186
1-2-3-4-0;0.00000;0.00000;0.00000;0.00000;0.08163;0.07576;0.07576;0.07576
1-2-3-0-4;0.00000;0.00000;0.00000;0.00000;0.08163;0.07921;0.07921;0.07921
1-2-0-3-4;0.00000;0.00000;0.00000;0.00000;0.06122;0.06000;0.06000;0.06000
1-0-2-3-4;0.00000;0.00000;0.00000;0.00000;0.07732;0.07576;0.07576;0.07576
0-1-2-3-4;0.00000;0.00000;0.00000;0.00000;0.07653;0.07426;0.07426;0.07426
1-2-3-4-5;0.00000;0.00000;0.00000;0.00000;0.07732;0.07463;0.07463;0.07463
